State,LRMC-Auto ($/mi),LRMC-Comb,LRMC-Sing,LRMC-Truck,,State,SRMC-Auto,SRMC-Comb,SRMC-Sing,SRMC-Truck,LRTE,SRTE,"LRTE = 71,682 Nl 0.183 Nw -0.643 Pk 1.92 Pl  1.176 Pm 0.0445 Ya 0.450 Yc 0.103 Ys 0.149",SRTE = 73.99 Nl 0.126 Nw -0.326 Pk 0.473 Pl  0.605 Pm -0.0271 Ya 0.685 Yc 0.00271 Ys 0.193,Nl,Nw,Pk,Pl,Pm,Ya,Yc,Ys
Nevada,=79221*($R30^1.83)*($S30^0.786)*($T30^0.00492)*0.439*($U30^-0.561)*($V30^0.225)*($W30^0.179)/1000,=79221*($R30^1.83)*($S30^0.786)*($T30^0.00492)*($U30^0.439)*0.225*($V30^-0.775)*($W30^0.179)/1000,=79221*($R30^1.83)*($S30^0.786)*($T30^0.00492)*($U30^0.439)*($V30^0.225)*0.179*($W30^-0.821)/1000,=+(C30*V30+D30*W30)/(V30+W30),,Nevada,=73.99*($P30^0.126)*($Q30^-0.326)*($R30^0.473)*($S30^0.605)*($T30^-0.0271)*0.685*($U30^-0.315)*($V30^0.00271)*($W30^0.193)/1000,=73.99*($P30^0.126)*($Q30^-0.326)*($R30^0.473)*($S30^0.605)*($T30^-0.0271)*($U30^0.685)*0.00271*($V30^-0.997)*($W30^0.193)/1000,=73.99*($P30^0.126)*($Q30^-0.326)*($R30^0.473)*($S30^0.605)*($T30^-0.0271)*($U30^0.685)*($V30^0.00271)*0.193*($W30^-0.803)/1000,=+(I30*V30+J30*W30)/(V30+W30),=#REF!,=#REF!,=71682*(P30^0.183)*(Q30^-0.643)*(R30^1.92)*(S30^1.176)*(T30^0.0445)*(U30^0.45)*(V30^0.103)*(W30^0.149),=73.99*(P30^0.126)*(Q30^-0.326)*(R30^0.473)*(S30^0.605)*(T30^-0.0271)*(U30^0.685)*(V30^0.00271)*(W30^0.193),45778,3.0137726620992,0.0515,1.13843820999968,1.09888357256778,54714.985,1487.673,1539.324
New  Hampshire,=79221*($R31^1.83)*($S31^0.786)*($T31^0.00492)*0.439*($U31^-0.561)*($V31^0.225)*($W31^0.179)/1000,=79221*($R31^1.83)*($S31^0.786)*($T31^0.00492)*($U31^0.439)*0.225*($V31^-0.775)*($W31^0.179)/1000,=79221*($R31^1.83)*($S31^0.786)*($T31^0.00492)*($U31^0.439)*($V31^0.225)*0.179*($W31^-0.821)/1000,=+(C31*V31+D31*W31)/(V31+W31),,New  Hampshire,=73.99*($P31^0.126)*($Q31^-0.326)*($R31^0.473)*($S31^0.605)*($T31^-0.0271)*0.685*($U31^-0.315)*($V31^0.00271)*($W31^0.193)/1000,=73.99*($P31^0.126)*($Q31^-0.326)*($R31^0.473)*($S31^0.605)*($T31^-0.0271)*($U31^0.685)*0.00271*($V31^-0.997)*($W31^0.193)/1000,=73.99*($P31^0.126)*($Q31^-0.326)*($R31^0.473)*($S31^0.605)*($T31^-0.0271)*($U31^0.685)*($V31^0.00271)*0.193*($W31^-0.803)/1000,=+(I31*V31+J31*W31)/(V31+W31),348865.622,200435,=71682*(P31^0.183)*(Q31^-0.643)*(R31^1.92)*(S31^1.176)*(T31^0.0445)*(U31^0.45)*(V31^0.103)*(W31^0.149),=73.99*(P31^0.126)*(Q31^-0.326)*(R31^0.473)*(S31^0.605)*(T31^-0.0271)*(U31^0.685)*(V31^0.00271)*(W31^0.193),14938,3.02554205797405,0.0515,0.9682006749598,1.40350877192982,7306.891,2387.63,372.479
New  Jersey,=79221*($R32^1.83)*($S32^0.786)*($T32^0.00492)*0.439*($U32^-0.561)*($V32^0.225)*($W32^0.179)/1000,=79221*($R32^1.83)*($S32^0.786)*($T32^0.00492)*($U32^0.439)*0.225*($V32^-0.775)*($W32^0.179)/1000,=79221*($R32^1.83)*($S32^0.786)*($T32^0.00492)*($U32^0.439)*($V32^0.225)*0.179*($W32^-0.821)/1000,=+(C32*V32+D32*W32)/(V32+W32),,New  Jersey,=73.99*($P32^0.126)*($Q32^-0.326)*($R32^0.473)*($S32^0.605)*($T32^-0.0271)*0.685*($U32^-0.315)*($V32^0.00271)*($W32^0.193)/1000,=73.99*($P32^0.126)*($Q32^-0.326)*($R32^0.473)*($S32^0.605)*($T32^-0.0271)*($U32^0.685)*0.00271*($V32^-0.997)*($W32^0.193)/1000,=73.99*($P32^0.126)*($Q32^-0.326)*($R32^0.473)*($S32^0.605)*($T32^-0.0271)*($U32^0.685)*($V32^0.00271)*0.193*($W32^-0.803)/1000,=+(I32*V32+J32*W32)/(V32+W32),1748217.6,832923,=71682*(P32^0.183)*(Q32^-0.643)*(R32^1.92)*(S32^1.176)*(T32^0.0445)*(U32^0.45)*(V32^0.103)*(W32^0.149),=73.99*(P32^0.126)*(Q32^-0.326)*(R32^0.473)*(S32^0.605)*(T32^-0.0271)*(U32^0.685)*(V32^0.00271)*(W32^0.193),35097,3.06459411990633,0.0495,1.30786596649451,1.45029239766082,43975.89,10349.67,5084.44
New  Mexico,=79221*($R33^1.83)*($S33^0.786)*($T33^0.00492)*0.439*($U33^-0.561)*($V33^0.225)*($W33^0.179)/1000,=79221*($R33^1.83)*($S33^0.786)*($T33^0.00492)*($U33^0.439)*0.225*($V33^-0.775)*($W33^0.179)/1000,=79221*($R33^1.83)*($S33^0.786)*($T33^0.00492)*($U33^0.439)*($V33^0.225)*0.179*($W33^-0.821)/1000,=+(C33*V33+D33*W33)/(V33+W33),,New  Mexico,=73.99*($P33^0.126)*($Q33^-0.326)*($R33^0.473)*($S33^0.605)*($T33^-0.0271)*0.685*($U33^-0.315)*($V33^0.00271)*($W33^0.193)/1000,=73.99*($P33^0.126)*($Q33^-0.326)*($R33^0.473)*($S33^0.605)*($T33^-0.0271)*($U33^0.685)*0.00271*($V33^-0.997)*($W33^0.193)/1000,=73.99*($P33^0.126)*($Q33^-0.326)*($R33^0.473)*($S33^0.605)*($T33^-0.0271)*($U33^0.685)*($V33^0.00271)*0.193*($W33^-0.803)/1000,=+(I33*V33+J33*W33)/(V33+W33),404863.224,144159,=71682*(P33^0.183)*(Q33^-0.643)*(R33^1.92)*(S33^1.176)*(T33^0.0445)*(U33^0.45)*(V33^0.103)*(W33^0.149),=73.99*(P33^0.126)*(Q33^-0.326)*(R33^0.473)*(S33^0.605)*(T33^-0.0271)*(U33^0.685)*(V33^0.00271)*(W33^0.193),60812,3.01831013062442,0.0495,0.923257965709271,1.19457735247209,11898.768,2782.332,3770.9
New  York,=79221*($R34^1.83)*($S34^0.786)*($T34^0.00492)*0.439*($U34^-0.561)*($V34^0.225)*($W34^0.179)/1000,=79221*($R34^1.83)*($S34^0.786)*($T34^0.00492)*($U34^0.439)*0.225*($V34^-0.775)*($W34^0.179)/1000,=79221*($R34^1.83)*($S34^0.786)*($T34^0.00492)*($U34^0.439)*($V34^0.225)*0.179*($W34^-0.821)/1000,=+(C34*V34+D34*W34)/(V34+W34),,New  York,=73.99*($P34^0.126)*($Q34^-0.326)*($R34^0.473)*($S34^0.605)*($T34^-0.0271)*0.685*($U34^-0.315)*($V34^0.00271)*($W34^0.193)/1000,=73.99*($P34^0.126)*($Q34^-0.326)*($R34^0.473)*($S34^0.605)*($T34^-0.0271)*($U34^0.685)*0.00271*($V34^-0.997)*($W34^0.193)/1000,=73.99*($P34^0.126)*($Q34^-0.326)*($R34^0.473)*($S34^0.605)*($T34^-0.0271)*($U34^0.685)*($V34^0.00271)*0.193*($W34^-0.803)/1000,=+(I34*V34+J34*W34)/(V34+W34),3679098.456,1187382,=71682*(P34^0.183)*(Q34^-0.643)*(R34^1.92)*(S34^1.176)*(T34^0.0445)*(U34^0.45)*(V34^0.103)*(W34^0.149),=73.99*(P34^0.126)*(Q34^-0.326)*(R34^0.473)*(S34^0.605)*(T34^-0.0271)*(U34^0.685)*(V34^0.00271)*(W34^0.193),111882,3.03589788971131,0.0555,1.23583248410034,1.55608718766614,82650.876,18626.454,8603.67
North  Carolina,=79221*($R35^1.83)*($S35^0.786)*($T35^0.00492)*0.439*($U35^-0.561)*($V35^0.225)*($W35^0.179)/1000,=79221*($R35^1.83)*($S35^0.786)*($T35^0.00492)*($U35^0.439)*0.225*($V35^-0.775)*($W35^0.179)/1000,=79221*($R35^1.83)*($S35^0.786)*($T35^0.00492)*($U35^0.439)*($V35^0.225)*0.179*($W35^-0.821)/1000,=+(C35*V35+D35*W35)/(V35+W35),,North  Carolina,=73.99*($P35^0.126)*($Q35^-0.326)*($R35^0.473)*($S35^0.605)*($T35^-0.0271)*0.685*($U35^-0.315)*($V35^0.00271)*($W35^0.193)/1000,=73.99*($P35^0.126)*($Q35^-0.326)*($R35^0.473)*($S35^0.605)*($T35^-0.0271)*($U35^0.685)*0.00271*($V35^-0.997)*($W35^0.193)/1000,=73.99*($P35^0.126)*($Q35^-0.326)*($R35^0.473)*($S35^0.605)*($T35^-0.0271)*($U35^0.685)*($V35^0.00271)*0.193*($W35^-0.803)/1000,=+(I35*V35+J35*W35)/(V35+W35),1304284.15,714964,=71682*(P35^0.183)*(Q35^-0.643)*(R35^1.92)*(S35^1.176)*(T35^0.0445)*(U35^0.45)*(V35^0.103)*(W35^0.149),=73.99*(P35^0.126)*(Q35^-0.326)*(R35^0.473)*(S35^0.605)*(T35^-0.0271)*(U35^0.685)*(V35^0.00271)*(W35^0.193),96028,3.01589835887155,0.0475,0.904780291635753,1.37267410951622,49100.234,7226.782,11210.984
North  Dakota,=79221*($R36^1.83)*($S36^0.786)*($T36^0.00492)*0.439*($U36^-0.561)*($V36^0.225)*($W36^0.179)/1000,=79221*($R36^1.83)*($S36^0.786)*($T36^0.00492)*($U36^0.439)*0.225*($V36^-0.775)*($W36^0.179)/1000,=79221*($R36^1.83)*($S36^0.786)*($T36^0.00492)*($U36^0.439)*($V36^0.225)*0.179*($W36^-0.821)/1000,=+(C36*V36+D36*W36)/(V36+W36),,North  Dakota,=73.99*($P36^0.126)*($Q36^-0.326)*($R36^0.473)*($S36^0.605)*($T36^-0.0271)*0.685*($U36^-0.315)*($V36^0.00271)*($W36^0.193)/1000,=73.99*($P36^0.126)*($Q36^-0.326)*($R36^0.473)*($S36^0.605)*($T36^-0.0271)*($U36^0.685)*0.00271*($V36^-0.997)*($W36^0.193)/1000,=73.99*($P36^0.126)*($Q36^-0.326)*($R36^0.473)*($S36^0.605)*($T36^-0.0271)*($U36^0.685)*($V36^0.00271)*0.193*($W36^-0.803)/1000,=+(I36*V36+J36*W36)/(V36+W36),259286.74,65896,=71682*(P36^0.183)*(Q36^-0.643)*(R36^1.92)*(S36^1.176)*(T36^0.0445)*(U36^0.45)*(V36^0.103)*(W36^0.149),=73.99*(P36^0.126)*(Q36^-0.326)*(R36^0.473)*(S36^0.605)*(T36^-0.0271)*(U36^0.685)*(V36^0.00271)*(W36^0.193),86727,3.00661493116741,0.0515,0.799325040200236,2.83572567783094,4059.537,1257.567,754.896
Ohio,=79221*($R37^1.83)*($S37^0.786)*($T37^0.00492)*0.439*($U37^-0.561)*($V37^0.225)*($W37^0.179)/1000,=79221*($R37^1.83)*($S37^0.786)*($T37^0.00492)*($U37^0.439)*0.225*($V37^-0.775)*($W37^0.179)/1000,=79221*($R37^1.83)*($S37^0.786)*($T37^0.00492)*($U37^0.439)*($V37^0.225)*0.179*($W37^-0.821)/1000,=+(C37*V37+D37*W37)/(V37+W37),,Ohio,=73.99*($P37^0.126)*($Q37^-0.326)*($R37^0.473)*($S37^0.605)*($T37^-0.0271)*0.685*($U37^-0.315)*($V37^0.00271)*($W37^0.193)/1000,=73.99*($P37^0.126)*($Q37^-0.326)*($R37^0.473)*($S37^0.605)*($T37^-0.0271)*($U37^0.685)*0.00271*($V37^-0.997)*($W37^0.193)/1000,=73.99*($P37^0.126)*($Q37^-0.326)*($R37^0.473)*($S37^0.605)*($T37^-0.0271)*($U37^0.685)*($V37^0.00271)*0.193*($W37^-0.803)/1000,=+(I37*V37+J37*W37)/(V37+W37),2414702.53,947827,=71682*(P37^0.183)*(Q37^-0.643)*(R37^1.92)*(S37^1.176)*(T37^0.0445)*(U37^0.45)*(V37^0.103)*(W37^0.149),=73.99*(P37^0.126)*(Q37^-0.326)*(R37^0.473)*(S37^0.605)*(T37^-0.0271)*(U37^0.685)*(V37^0.00271)*(W37^0.193),113823,3.02199703387615,0.0515,0.999597997638507,1.19617224880383,71212.512,11766.678,12241.81
Oklahoma,=79221*($R38^1.83)*($S38^0.786)*($T38^0.00492)*0.439*($U38^-0.561)*($V38^0.225)*($W38^0.179)/1000,=79221*($R38^1.83)*($S38^0.786)*($T38^0.00492)*($U38^0.439)*0.225*($V38^-0.775)*($W38^0.179)/1000,=79221*($R38^1.83)*($S38^0.786)*($T38^0.00492)*($U38^0.439)*($V38^0.225)*0.179*($W38^-0.821)/1000,=+(C38*V38+D38*W38)/(V38+W38),,Oklahoma,=73.99*($P38^0.126)*($Q38^-0.326)*($R38^0.473)*($S38^0.605)*($T38^-0.0271)*0.685*($U38^-0.315)*($V38^0.00271)*($W38^0.193)/1000,=73.99*($P38^0.126)*($Q38^-0.326)*($R38^0.473)*($S38^0.605)*($T38^-0.0271)*($U38^0.685)*0.00271*($V38^-0.997)*($W38^0.193)/1000,=73.99*($P38^0.126)*($Q38^-0.326)*($R38^0.473)*($S38^0.605)*($T38^-0.0271)*($U38^0.685)*($V38^0.00271)*0.193*($W38^-0.803)/1000,=+(I38*V38+J38*W38)/(V38+W38),732255.964,318259,=71682*(P38^0.183)*(Q38^-0.643)*(R38^1.92)*(S38^1.176)*(T38^0.0445)*(U38^0.45)*(V38^0.103)*(W38^0.149),=73.99*(P38^0.126)*(Q38^-0.326)*(R38^0.473)*(S38^0.605)*(T38^-0.0271)*(U38^0.685)*(V38^0.00271)*(W38^0.193),112467,3.0105567351634,0.0515,0.851923837513099,1.46305156831473,23173.108,7652.82,4293.072
Oregon,=79221*($R39^1.83)*($S39^0.786)*($T39^0.00492)*0.439*($U39^-0.561)*($V39^0.225)*($W39^0.179)/1000,=79221*($R39^1.83)*($S39^0.786)*($T39^0.00492)*($U39^0.439)*0.225*($V39^-0.775)*($W39^0.179)/1000,=79221*($R39^1.83)*($S39^0.786)*($T39^0.00492)*($U39^0.439)*($V39^0.225)*0.179*($W39^-0.821)/1000,=+(C39*V39+D39*W39)/(V39+W39),,Oregon,=73.99*($P39^0.126)*($Q39^-0.326)*($R39^0.473)*($S39^0.605)*($T39^-0.0271)*0.685*($U39^-0.315)*($V39^0.00271)*($W39^0.193)/1000,=73.99*($P39^0.126)*($Q39^-0.326)*($R39^0.473)*($S39^0.605)*($T39^-0.0271)*($U39^0.685)*0.00271*($V39^-0.997)*($W39^0.193)/1000,=73.99*($P39^0.126)*($Q39^-0.326)*($R39^0.473)*($S39^0.605)*($T39^-0.0271)*($U39^0.685)*($V39^0.00271)*0.193*($W39^-0.803)/1000,=+(I39*V39+J39*W39)/(V39+W39),697221.478,274651,=71682*(P39^0.183)*(Q39^-0.643)*(R39^1.92)*(S39^1.176)*(T39^0.0445)*(U39^0.45)*(V39^0.103)*(W39^0.149),=73.99*(P39^0.126)*(Q39^-0.326)*(R39^0.473)*(S39^0.605)*(T39^-0.0271)*(U39^0.685)*(V39^0.00271)*(W39^0.193),96036,3.00992142152199,0.0515,1.02245583747846,1.46411483253589,16551.498,8163.83,3210.672
Pennsylvania,=79221*($R40^1.83)*($S40^0.786)*($T40^0.00492)*0.439*($U40^-0.561)*($V40^0.225)*($W40^0.179)/1000,=79221*($R40^1.83)*($S40^0.786)*($T40^0.00492)*($U40^0.439)*0.225*($V40^-0.775)*($W40^0.179)/1000,=79221*($R40^1.83)*($S40^0.786)*($T40^0.00492)*($U40^0.439)*($V40^0.225)*0.179*($W40^-0.821)/1000,=+(C40*V40+D40*W40)/(V40+W40),,Pennsylvania,=73.99*($P40^0.126)*($Q40^-0.326)*($R40^0.473)*($S40^0.605)*($T40^-0.0271)*0.685*($U40^-0.315)*($V40^0.00271)*($W40^0.193)/1000,=73.99*($P40^0.126)*($Q40^-0.326)*($R40^0.473)*($S40^0.605)*($T40^-0.0271)*($U40^0.685)*0.00271*($V40^-0.997)*($W40^0.193)/1000,=73.99*($P40^0.126)*($Q40^-0.326)*($R40^0.473)*($S40^0.605)*($T40^-0.0271)*($U40^0.685)*($V40^0.00271)*0.193*($W40^-0.803)/1000,=+(I40*V40+J40*W40)/(V40+W40),2674559.19,1120473,=71682*(P40^0.183)*(Q40^-0.643)*(R40^1.92)*(S40^1.176)*(T40^0.0445)*(U40^0.45)*(V40^0.103)*(W40^0.149),=73.99*(P40^0.126)*(Q40^-0.326)*(R40^0.473)*(S40^0.605)*(T40^-0.0271)*(U40^0.685)*(V40^0.00271)*(W40^0.193),117038,3.02158085470849,0.0535,1.09945841549001,1.61935140882509,60862.183,14562.447,13775.37
Rhode  Island,=79221*($R41^1.83)*($S41^0.786)*($T41^0.00492)*0.439*($U41^-0.561)*($V41^0.225)*($W41^0.179)/1000,=79221*($R41^1.83)*($S41^0.786)*($T41^0.00492)*($U41^0.439)*0.225*($V41^-0.775)*($W41^0.179)/1000,=79221*($R41^1.83)*($S41^0.786)*($T41^0.00492)*($U41^0.439)*($V41^0.225)*0.179*($W41^-0.821)/1000,=+(C41*V41+D41*W41)/(V41+W41),,Rhode  Island,=73.99*($P41^0.126)*($Q41^-0.326)*($R41^0.473)*($S41^0.605)*($T41^-0.0271)*0.685*($U41^-0.315)*($V41^0.00271)*($W41^0.193)/1000,=73.99*($P41^0.126)*($Q41^-0.326)*($R41^0.473)*($S41^0.605)*($T41^-0.0271)*($U41^0.685)*0.00271*($V41^-0.997)*($W41^0.193)/1000,=73.99*($P41^0.126)*($Q41^-0.326)*($R41^0.473)*($S41^0.605)*($T41^-0.0271)*($U41^0.685)*($V41^0.00271)*0.193*($W41^-0.803)/1000,=+(I41*V41+J41*W41)/(V41+W41),192876.138,65703,=71682*(P41^0.183)*(Q41^-0.643)*(R41^1.92)*(S41^1.176)*(T41^0.0445)*(U41^0.45)*(V41^0.103)*(W41^0.149),=73.99*(P41^0.126)*(Q41^-0.326)*(R41^0.473)*(S41^0.605)*(T41^-0.0271)*(U41^0.685)*(V41^0.00271)*(W41^0.193),6057,3.0586774851994,0.0535,1.14193498098969,1.65709728867624,5982.062,1091.001,485.937
South  Carolina,=79221*($R42^1.83)*($S42^0.786)*($T42^0.00492)*0.439*($U42^-0.561)*($V42^0.225)*($W42^0.179)/1000,=79221*($R42^1.83)*($S42^0.786)*($T42^0.00492)*($U42^0.439)*0.225*($V42^-0.775)*($W42^0.179)/1000,=79221*($R42^1.83)*($S42^0.786)*($T42^0.00492)*($U42^0.439)*($V42^0.225)*0.179*($W42^-0.821)/1000,=+(C42*V42+D42*W42)/(V42+W42),,South  Carolina,=73.99*($P42^0.126)*($Q42^-0.326)*($R42^0.473)*($S42^0.605)*($T42^-0.0271)*0.685*($U42^-0.315)*($V42^0.00271)*($W42^0.193)/1000,=73.99*($P42^0.126)*($Q42^-0.326)*($R42^0.473)*($S42^0.605)*($T42^-0.0271)*($U42^0.685)*0.00271*($V42^-0.997)*($W42^0.193)/1000,=73.99*($P42^0.126)*($Q42^-0.326)*($R42^0.473)*($S42^0.605)*($T42^-0.0271)*($U42^0.685)*($V42^0.00271)*0.193*($W42^-0.803)/1000,=+(I42*V42+J42*W42)/(V42+W42),538620.01,266278,=71682*(P42^0.183)*(Q42^-0.643)*(R42^1.92)*(S42^1.176)*(T42^0.0445)*(U42^0.45)*(V42^0.103)*(W42^0.149),=73.99*(P42^0.126)*(Q42^-0.326)*(R42^0.473)*(S42^0.605)*(T42^-0.0271)*(U42^0.685)*(V42^0.00271)*(W42^0.193),64158,3.01696359569449,0.0475,0.888621528850345,1.32323232323232,25580.754,3924.234,5544.012
South  Dakota,=79221*($R43^1.83)*($S43^0.786)*($T43^0.00492)*0.439*($U43^-0.561)*($V43^0.225)*($W43^0.179)/1000,=79221*($R43^1.83)*($S43^0.786)*($T43^0.00492)*($U43^0.439)*0.225*($V43^-0.775)*($W43^0.179)/1000,=79221*($R43^1.83)*($S43^0.786)*($T43^0.00492)*($U43^0.439)*($V43^0.225)*0.179*($W43^-0.821)/1000,=+(C43*V43+D43*W43)/(V43+W43),,South  Dakota,=73.99*($P43^0.126)*($Q43^-0.326)*($R43^0.473)*($S43^0.605)*($T43^-0.0271)*0.685*($U43^-0.315)*($V43^0.00271)*($W43^0.193)/1000,=73.99*($P43^0.126)*($Q43^-0.326)*($R43^0.473)*($S43^0.605)*($T43^-0.0271)*($U43^0.685)*0.00271*($V43^-0.997)*($W43^0.193)/1000,=73.99*($P43^0.126)*($Q43^-0.326)*($R43^0.473)*($S43^0.605)*($T43^-0.0271)*($U43^0.685)*($V43^0.00271)*0.193*($W43^-0.803)/1000,=+(I43*V43+J43*W43)/(V43+W43),287239.62,83892,=71682*(P43^0.183)*(Q43^-0.643)*(R43^1.92)*(S43^1.176)*(T43^0.0445)*(U43^0.45)*(V43^0.103)*(W43^0.149),=73.99*(P43^0.126)*(Q43^-0.326)*(R43^0.473)*(S43^0.605)*(T43^-0.0271)*(U43^0.685)*(V43^0.00271)*(W43^0.193),83305,3.008174779425,0.0525,0.793656590384854,0.680489101541733,5380.502,1191.452,646.046
Tennessee,=79221*($R44^1.83)*($S44^0.786)*($T44^0.00492)*0.439*($U44^-0.561)*($V44^0.225)*($W44^0.179)/1000,=79221*($R44^1.83)*($S44^0.786)*($T44^0.00492)*($U44^0.439)*0.225*($V44^-0.775)*($W44^0.179)/1000,=79221*($R44^1.83)*($S44^0.786)*($T44^0.00492)*($U44^0.439)*($V44^0.225)*0.179*($W44^-0.821)/1000,=+(C44*V44+D44*W44)/(V44+W44),,Tennessee,=73.99*($P44^0.126)*($Q44^-0.326)*($R44^0.473)*($S44^0.605)*($T44^-0.0271)*0.685*($U44^-0.315)*($V44^0.00271)*($W44^0.193)/1000,=73.99*($P44^0.126)*($Q44^-0.326)*($R44^0.473)*($S44^0.605)*($T44^-0.0271)*($U44^0.685)*0.00271*($V44^-0.997)*($W44^0.193)/1000,=73.99*($P44^0.126)*($Q44^-0.326)*($R44^0.473)*($S44^0.605)*($T44^-0.0271)*($U44^0.685)*($V44^0.00271)*0.193*($W44^-0.803)/1000,=+(I44*V44+J44*W44)/(V44+W44),956715.94,323422,=71682*(P44^0.183)*(Q44^-0.643)*(R44^1.92)*(S44^1.176)*(T44^0.0445)*(U44^0.45)*(V44^0.103)*(W44^0.149),=73.99*(P44^0.126)*(Q44^-0.326)*(R44^0.473)*(S44^0.605)*(T44^-0.0271)*(U44^0.685)*(V44^0.00271)*(W44^0.193),85037,3.018488076576,0.0475,0.913282966358826,1.21105794790005,33838.357,8757.104,7398.539
Texas,=79221*($R45^1.83)*($S45^0.786)*($T45^0.00492)*0.439*($U45^-0.561)*($V45^0.225)*($W45^0.179)/1000,=79221*($R45^1.83)*($S45^0.786)*($T45^0.00492)*($U45^0.439)*0.225*($V45^-0.775)*($W45^0.179)/1000,=79221*($R45^1.83)*($S45^0.786)*($T45^0.00492)*($U45^0.439)*($V45^0.225)*0.179*($W45^-0.821)/1000,=+(C45*V45+D45*W45)/(V45+W45),,Texas,=73.99*($P45^0.126)*($Q45^-0.326)*($R45^0.473)*($S45^0.605)*($T45^-0.0271)*0.685*($U45^-0.315)*($V45^0.00271)*($W45^0.193)/1000,=73.99*($P45^0.126)*($Q45^-0.326)*($R45^0.473)*($S45^0.605)*($T45^-0.0271)*($U45^0.685)*0.00271*($V45^-0.997)*($W45^0.193)/1000,=73.99*($P45^0.126)*($Q45^-0.326)*($R45^0.473)*($S45^0.605)*($T45^-0.0271)*($U45^0.685)*($V45^0.00271)*0.193*($W45^-0.803)/1000,=+(I45*V45+J45*W45)/(V45+W45),4206402.996,1937217,=71682*(P45^0.183)*(Q45^-0.643)*(R45^1.92)*(S45^1.176)*(T45^0.0445)*(U45^0.45)*(V45^0.103)*(W45^0.149),=73.99*(P45^0.126)*(Q45^-0.326)*(R45^0.473)*(S45^0.605)*(T45^-0.0271)*(U45^0.685)*(V45^0.00271)*(W45^0.193),294142,3.02235915870122,0.0515,0.918620143133049,1.68846358320043,112296.492,32682.15,18350.358
Utah,=79221*($R46^1.83)*($S46^0.786)*($T46^0.00492)*0.439*($U46^-0.561)*($V46^0.225)*($W46^0.179)/1000,=79221*($R46^1.83)*($S46^0.786)*($T46^0.00492)*($U46^0.439)*0.225*($V46^-0.775)*($W46^0.179)/1000,=79221*($R46^1.83)*($S46^0.786)*($T46^0.00492)*($U46^0.439)*($V46^0.225)*0.179*($W46^-0.821)/1000,=+(C46*V46+D46*W46)/(V46+W46),,Utah,=73.99*($P46^0.126)*($Q46^-0.326)*($R46^0.473)*($S46^0.605)*($T46^-0.0271)*0.685*($U46^-0.315)*($V46^0.00271)*($W46^0.193)/1000,=73.99*($P46^0.126)*($Q46^-0.326)*($R46^0.473)*($S46^0.605)*($T46^-0.0271)*($U46^0.685)*0.00271*($V46^-0.997)*($W46^0.193)/1000,=73.99*($P46^0.126)*($Q46^-0.326)*($R46^0.473)*($S46^0.605)*($T46^-0.0271)*($U46^0.685)*($V46^0.00271)*0.193*($W46^-0.803)/1000,=+(I46*V46+J46*W46)/(V46+W46),378172.36,132076,=71682*(P46^0.183)*(Q46^-0.643)*(R46^1.92)*(S46^1.176)*(T46^0.0445)*(U46^0.45)*(V46^0.103)*(W46^0.149),=73.99*(P46^0.126)*(Q46^-0.326)*(R46^0.473)*(S46^0.605)*(T46^-0.0271)*(U46^0.685)*(V46^0.00271)*(W46^0.193),40508,3.03164627188816,0.0475,0.891529369989405,1.29930887825625,11229.492,3429.027,1648.481
Vermont,=79221*($R47^1.83)*($S47^0.786)*($T47^0.00492)*0.439*($U47^-0.561)*($V47^0.225)*($W47^0.179)/1000,=79221*($R47^1.83)*($S47^0.786)*($T47^0.00492)*($U47^0.439)*0.225*($V47^-0.775)*($W47^0.179)/1000,=79221*($R47^1.83)*($S47^0.786)*($T47^0.00492)*($U47^0.439)*($V47^0.225)*0.179*($W47^-0.821)/1000,=+(C47*V47+D47*W47)/(V47+W47),,Vermont,=73.99*($P47^0.126)*($Q47^-0.326)*($R47^0.473)*($S47^0.605)*($T47^-0.0271)*0.685*($U47^-0.315)*($V47^0.00271)*($W47^0.193)/1000,=73.99*($P47^0.126)*($Q47^-0.326)*($R47^0.473)*($S47^0.605)*($T47^-0.0271)*($U47^0.685)*0.00271*($V47^-0.997)*($W47^0.193)/1000,=73.99*($P47^0.126)*($Q47^-0.326)*($R47^0.473)*($S47^0.605)*($T47^-0.0271)*($U47^0.685)*($V47^0.00271)*0.193*($W47^-0.803)/1000,=+(I47*V47+J47*W47)/(V47+W47),158338.898,45887,=71682*(P47^0.183)*(Q47^-0.643)*(R47^1.92)*(S47^1.176)*(T47^0.0445)*(U47^0.45)*(V47^0.103)*(W47^0.149),=73.99*(P47^0.126)*(Q47^-0.326)*(R47^0.473)*(S47^0.605)*(T47^-0.0271)*(U47^0.685)*(V47^0.00271)*(W47^0.193),14166,3.02400112946492,0.0515,0.919798002834947,1.74534821903243,4814.403,911.26,293.337
